Cotesia_congregata_Segment_16	scf7180000008269	12375	891303	902295	1	12372	6005	0.48525252525252527	0.9996767676767677	+/+/+/+/+
Cotesia_congregata_Segment_24	scf7180000008909	26102	74262	96933	6091	25659	8191	0.31380737108267565	0.7496743544555973	+/+/+/+/+
Cotesia_congregata_Segment_29	scf7180000008879	46357	161408	190271	1	46354	14130	0.30480833531074053	0.9999137131393318	+/+/+/+/+/+/+/+/+/+
Cotesia_congregata_Segment_29	scf7180000008879	46357	161408	190571	1	46354	14260	0.30761265828246004	0.9999137131393318	+/+/+/+/+/+/+/+/+/+/+
Cotesia_congregata_Segment_29	scf7180000008879	46357	161408	192118	1	46354	14498	0.3127467264922234	0.9999137131393318	+/+/+/+/+/+/+/+/+/+/+/+
NC_006633.1_Cotesia_congregata_Circle1	scf7180000008801	27346	156	36514	3	23989	8234	0.3011043662692898	0.8771301104366269	+/+/+/+/+/+/+/+/+/+
NC_006633.1_Cotesia_congregata_Circle1	scf7180000008802	27346	1	41541	3	22809	9612	0.35149564835807795	0.8339793754113948	+/+/+/+/+/+/+/+/+
NC_006633.1_Cotesia_congregata_Circle1	scf7180000008802	27346	1	47236	3	22809	11160	0.40810356176406054	0.8339793754113948	+/+/+/+/+/+/+/+/+/+
NC_006633.1_Cotesia_congregata_Circle1	scf7180000008815	27346	2	35598	2313	25804	8207	0.3001170189424413	0.8590287427777371	+/+/+/+/+/+/+/+/+
NC_006636.1_Cotesia_congregata_Circle4	scf7180000008503	15876	302992	317528	697	13564	5754	0.36243386243386244	0.8104686318972033	+/+/+/+/+/+
NC_006636.1_Cotesia_congregata_Circle4	scf7180000008503	15876	302992	321217	697	13564	6204	0.3907785336356765	0.8104686318972033	+/+/+/+/+/+/+
NC_006636.1_Cotesia_congregata_Circle4	scf7180000008503	15876	302992	325916	697	13564	6768	0.42630385487528344	0.8104686318972033	+/+/+/+/+/+/+/+
NC_006638.1_Cotesia_congregata_Circle6	scf7180000008297	15230	178085	194171	188	13933	4722	0.3100459619172686	0.9024950755088641	+/+/+/+/+
